probe_family,variable_id,variable,activation_representation,activation_layer_idx,activation_layer_name,activation_val_auroc,activation_val_auroc_ci_lower,activation_val_auroc_ci_upper,activation_test_auroc,activation_test_auroc_ci_lower,activation_test_auroc_ci_upper,activation_test_accuracy,best_text_model_kind,best_text_val_auroc,best_text_val_auroc_ci_lower,best_text_val_auroc_ci_upper,best_text_test_auroc,best_text_test_auroc_ci_lower,best_text_test_auroc_ci_upper,activation_minus_text_test_auroc,best_null_val_auroc,best_null_test_auroc,activation_minus_null_test_auroc,suspiciously_high_test_auroc,possible_overfit,weak_signal
sentence_basis_changed,13,redundancy_cumulative_exponence,mean_pooled,23,layer_23,0.994,0.9811658775252525,1.0,0.6208,0.4993282747615571,0.7320073229291716,0.52,char_tfidf,0.9576,0.9221184554891284,0.9851561445926293,0.5396,0.41327193055924955,0.6649635529887631,0.08120000000000005,0.646,0.5204,0.10040000000000004,False,False,False
sentence_basis_changed,14,definiteness_and_specificity,mean_pooled,13,layer_13,0.8956,0.8219245104705872,0.9546055139755603,0.8204,0.7286368599033817,0.8956089595838336,0.73,word_tfidf,0.767,0.6640319922504025,0.8642676530839609,0.7892,0.6859898718594372,0.8679484993997599,0.031200000000000006,0.7727999999999999,0.5712,0.24919999999999998,False,False,False
sentence_basis_changed,15,number_marking,final_token,23,layer_23,0.6096,0.49305741645649437,0.7174468109231694,0.4376,0.3293066374276984,0.5478291316526611,0.46,word_tfidf,0.5198,0.40904608226093253,0.6376260660514206,0.5392,0.42680500123183057,0.6521821678446491,-0.10160000000000002,0.9279999999999999,0.45999999999999996,-0.022399999999999975,False,True,True
sentence_basis_changed,16,gender_noun_class,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.8667999999999999,0.7834997744447096,0.9383094919083649,0.84,word_tfidf,1.0,0.9999999999999999,1.0,0.9007999999999999,0.8359589654043436,0.9527315546772067,-0.03400000000000003,0.684,0.5916,0.2751999999999999,False,False,False
sentence_basis_changed,17,animacy_and_humanness,final_token,12,layer_12,0.7328,0.6383812494519399,0.8241296600877193,0.7931999999999999,0.7018149978041283,0.8711840140535794,0.67,length_punct,0.6448,0.5309526194299478,0.7437592113263594,0.5434000000000001,0.42668229166666666,0.6532736097249017,0.2497999999999998,0.7332,0.5404000000000001,0.2527999999999998,False,True,False
sentence_basis_changed,18,person_marking_and_person_hierarchy,final_token,9,layer_9,0.7312000000000001,0.6306422569027611,0.8263977049180329,0.6776,0.5702249142081075,0.7842131417941298,0.59,word_tfidf,0.7624,0.6611802488960258,0.8534112500000001,0.7642,0.6688704278359093,0.8577480992396959,-0.08660000000000001,0.5888,0.538,0.13959999999999995,False,True,False
sentence_basis_changed,19,inclusive_exclusive_distinction,mean_pooled,11,layer_11,0.8776,0.8031929166666667,0.9337930194805195,0.7435999999999998,0.6335106363922962,0.8358189482135688,0.71,char_tfidf,0.5566000000000001,0.44572660193885255,0.6788977581521739,0.6312,0.5135860167930809,0.742855014733166,0.11239999999999983,0.7696000000000001,0.6368,0.10679999999999978,False,False,False
sentence_basis_changed,20,pronoun_richness_and_reduction,mean_pooled,12,layer_12,0.992,0.9771908763505402,1.0,0.922,0.8618952790044159,0.9716935422817776,0.91,char_tfidf,0.9808,0.9583838262577759,0.9963768115942029,0.8316000000000001,0.7366874164438503,0.9131702681072429,0.09039999999999992,0.6804,0.5916000000000001,0.3303999999999999,False,False,False
sentence_basis_changed,21,possession_and_alienability,mean_pooled,15,layer_15,0.8356,0.7494789050428743,0.9028568654715823,0.7276,0.6271763629064633,0.8217300982893158,0.69,word_tfidf,0.9006,0.8303158716979971,0.9553577681072429,0.8464,0.7651988639100762,0.9152678343320327,-0.11880000000000002,0.6328,0.5436,0.18400000000000005,False,True,False
sentence_basis_changed,22,tense_prominence,final_token,5,layer_5,0.7076,0.6052255878739219,0.7996653796653796,0.6624000000000001,0.5510044322827485,0.7662901785714286,0.6,char_tfidf,0.6646,0.5597696216026427,0.7624256331430245,0.6684,0.564393672187825,0.7634615384615384,-0.005999999999999894,0.6712,0.46280000000000004,0.19960000000000006,False,True,False
sentence_basis_changed,23,aspect_and_event_structure,mean_pooled,14,layer_14,0.7084,0.5965076800520335,0.8061317095711228,0.4696,0.3587922641509434,0.5944586501489807,0.44,char_tfidf,0.6063999999999999,0.48740868506493507,0.7124188311688311,0.33920000000000006,0.2342923325083236,0.44657863145258103,0.13039999999999996,0.7779999999999999,0.5568,-0.08719999999999994,False,True,True
sentence_basis_changed,24,modality_and_mood,final_token,21,layer_21,0.7656000000000001,0.6682406724231242,0.8583333333333333,0.6376000000000001,0.5253292224080268,0.7418932629870129,0.61,length_punct,0.7541999999999999,0.6538524138621795,0.8469004510895267,0.535,0.4209768028846154,0.6461426847290641,0.10260000000000002,0.826,0.6128,0.024800000000000044,False,True,False
sentence_basis_changed,25,epistemic_modality,mean_pooled,10,layer_10,0.8031999999999999,0.7099952421309307,0.8951596816968459,0.7236,0.6199653149615668,0.8214687293580736,0.64,length_punct,0.619,0.5068525297130275,0.7383833362605379,0.6599999999999999,0.5521306818181818,0.7726484160518756,0.0636000000000001,0.7232,0.5768,0.14680000000000004,False,True,False
sentence_basis_changed,26,evidentiality,final_token,6,layer_6,0.772,0.6735898653610771,0.8683678221288514,0.48279999999999995,0.36663491491712746,0.6081231789044289,0.5,char_tfidf,0.6112,0.48456382553021204,0.7205047348484848,0.10560000000000001,0.05201235542293842,0.17055644496873013,0.3771999999999999,0.9164,0.7996000000000001,-0.31680000000000014,False,True,True
sentence_basis_changed,27,mirativity_stance_and_affect_marking,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.8324000000000001,0.7531430214904434,0.9079409218232748,0.74,length_punct,1.0,1.0,1.0,0.8518,0.7816897954834109,0.9176350342365968,-0.019399999999999862,0.8755999999999999,0.5408000000000001,0.2916000000000001,False,False,False
sentence_basis_changed,28,negation_and_polarity_structure,mean_pooled,4,layer_4,0.7568,0.646490264405135,0.8485822453981592,0.8272,0.7389632191480018,0.9034413041059308,0.65,word_tfidf,0.6781999999999999,0.5671310196708151,0.7792302288237656,0.8560000000000001,0.7768358781012406,0.92017111192303,-0.028800000000000048,0.6632,0.40599999999999997,0.4212000000000001,False,True,False
sentence_basis_changed,29,quantifier_scope_and_distributivity,mean_pooled,1,layer_1,0.922,0.8685224277610492,0.9684848484848485,0.86,0.783202544255198,0.9293973312315704,0.76,char_tfidf,0.8512,0.7731068722943724,0.9162589173600475,0.8535999999999999,0.7791745454545455,0.9213330414462051,0.006400000000000072,0.6896,0.58,0.28,False,False,False
sentence_basis_changed,30,conditional_and_counterfactual_marking,final_token,15,layer_15,0.7192,0.6162443765384942,0.8156134524287434,0.7072,0.5957298517085751,0.8031612645058024,0.57,length_punct,0.8046000000000001,0.7153753512645524,0.8829606721915819,0.5808,0.4751711368511368,0.6879557291666666,0.12640000000000007,0.8904,0.41800000000000004,0.2892,False,True,False
sentence_basis_changed,31,subordination_and_embedding,final_token,0,layer_0,1.0,0.9999999999999999,1.0,0.5,0.3599622641509434,0.6327941815023881,0.25,word_tfidf,1.0,0.9999999999999999,1.0,0.5,0.3599622641509434,0.6327941815023881,0.0,0.8271999999999999,0.5272,-0.027200000000000002,False,False,True
sentence_basis_changed,32,quotation_and_reported_speech_structure,mean_pooled,6,layer_6,0.9812,0.952795736651947,0.9987924156911928,0.998,0.9935974389755903,1.0,0.95,word_tfidf,0.9352,0.8965337643678162,0.9661868127250901,0.9421999999999999,0.9078479400843035,0.9690038427755818,0.05580000000000007,0.8604,0.596,0.402,True,False,False
sentence_basis_changed,33,discourse_relation_marking,final_token,6,layer_6,0.6624,0.55254221660808,0.7679213178539469,0.4592,0.3353341336534614,0.5653444732669411,0.5,length_punct,0.6204,0.5054213120642861,0.7325824072767007,0.046400000000000004,0.015224358974358974,0.0864178402248093,0.4128,0.7792,0.8635999999999999,-0.4043999999999999,False,True,True
sentence_basis_changed,34,topic_comment_structure,mean_pooled,7,layer_7,0.8872,0.8108874198717949,0.9479182297919168,0.8855999999999999,0.8110881806823097,0.948,0.58,char_tfidf,0.7398,0.6359986609089124,0.8332028636424462,0.7604,0.6670014472494091,0.8421292586753873,0.12519999999999998,0.7328,0.5416000000000001,0.34399999999999986,False,False,False
sentence_basis_changed,35,focus_and_given_new_marking,final_token,0,layer_0,0.6275999999999999,0.5140224358974359,0.7313571844821845,0.8976,0.8239195678271308,0.9602311947506275,0.87,length_punct,0.598,0.4804999175203531,0.7153883240502756,0.9914,0.9749889834721767,1.0,-0.0938,0.7372,0.44880000000000003,0.4487999999999999,False,True,False
sentence_basis_changed,36,genericity_and_kind_level_reference,final_token,12,layer_12,0.8364,0.7519909812215293,0.9082822402597404,0.8064,0.7164412117503062,0.8847972386582034,0.75,char_tfidf,0.7758000000000002,0.68318,0.8713920003607504,0.8615999999999999,0.7791116446578632,0.9357785887781873,-0.055199999999999916,0.6836,0.5336000000000001,0.27279999999999993,False,True,False
sentence_basis_changed,37,social_deixis_honorifics_status_encoding,mean_pooled,3,layer_3,0.9456,0.8961410663715762,0.9825487012987013,0.5544,0.4270445478723405,0.6711207729468599,0.66,char_tfidf,0.95,0.9034028952490086,0.982738720772988,0.7276,0.6130342221191969,0.8225216027699718,-0.17320000000000002,0.9348,0.5768,-0.022399999999999975,False,False,True
sentence_basis_changed,38,speech_act_force_and_request_directness,mean_pooled,22,layer_22,0.8936,0.8261217948717948,0.9484495038015206,0.7192,0.6099258646817525,0.8103349098259993,0.65,length_punct,0.8964,0.8295223558173269,0.9555388621794872,0.6040000000000001,0.4931707653160352,0.7119777598539416,0.11519999999999986,0.8616,0.5816,0.13759999999999994,False,False,False
sentence_basis_changed,39,deixis_and_perspective_anchoring,final_token,0,layer_0,0.62,0.5103753003309307,0.7284074481384121,0.5972000000000001,0.47244458128078826,0.7111340274746263,0.55,length_punct,0.54,0.4294771634615385,0.6676735965384475,0.491,0.38448509584718826,0.6037669186992978,0.10620000000000007,1.0,0.41679999999999995,0.18040000000000012,False,True,True
sentence_basis_changed,40,orthographic_and_tokenization_interface,final_token,0,layer_0,0.731,0.6482816870629371,0.8101023706896552,0.49,0.4666666666666667,0.5,0.5,length_punct,0.7756,0.6663685249039399,0.863956514096023,0.49999999999999994,0.3901939197792869,0.6024212685864953,-0.009999999999999953,1.0,0.4468,0.043200000000000016,False,True,True
