variable_id,variable,sentence_activation_test_auroc,sentence_activation_test_auroc_ci_lower,sentence_activation_test_auroc_ci_upper,sentence_activation_val_auroc,sentence_activation_val_auroc_ci_lower,sentence_activation_val_auroc_ci_upper,sentence_best_text_test_auroc,sentence_best_text_test_auroc_ci_lower,sentence_best_text_test_auroc_ci_upper,sentence_best_text_model_kind,sentence_activation_minus_text,sentence_activation_minus_null,sentence_best_layer_idx,sentence_best_representation,sentence_possible_overfit,delta_direction_activation_test_auroc,delta_direction_activation_test_auroc_ci_lower,delta_direction_activation_test_auroc_ci_upper,delta_direction_activation_val_auroc,delta_direction_activation_val_auroc_ci_lower,delta_direction_activation_val_auroc_ci_upper,delta_direction_best_text_test_auroc,delta_direction_best_text_test_auroc_ci_lower,delta_direction_best_text_test_auroc_ci_upper,delta_direction_best_text_model_kind,delta_direction_activation_minus_text,delta_direction_best_layer_idx,delta_direction_best_representation,delta_direction_possible_overfit,train_marker_family_count,val_marker_family_count,test_marker_family_count,train_lexical_domain_count,val_lexical_domain_count,test_lexical_domain_count,test_has_heldout_marker_family,test_has_heldout_lexical_domain,test_marker_families_all_heldout_from_train,test_lexical_domains_all_heldout_from_train,test_marker_train_overlap_count,test_lexical_train_overlap_count,val_marker_train_overlap_count,val_lexical_train_overlap_count,split_control_strength,train_marker_families,test_marker_families,train_lexical_domains,test_lexical_domains,sentence_layer_stability_layer_stability_threshold,sentence_layer_stability_best_layer_idx,sentence_layer_stability_best_layer_name,sentence_layer_stability_best_representation,sentence_layer_stability_best_val_auroc,sentence_layer_stability_best_test_auroc,sentence_layer_stability_layers_above_threshold_count,sentence_layer_stability_max_adjacent_layers_above_threshold,sentence_layer_stability_signal_beyond_layer_2,sentence_layer_stability_layers_above_threshold,delta_direction_layer_stability_layer_stability_threshold,delta_direction_layer_stability_best_layer_idx,delta_direction_layer_stability_best_layer_name,delta_direction_layer_stability_best_representation,delta_direction_layer_stability_best_val_auroc,delta_direction_layer_stability_best_test_auroc,delta_direction_layer_stability_layers_above_threshold_count,delta_direction_layer_stability_max_adjacent_layers_above_threshold,delta_direction_layer_stability_signal_beyond_layer_2,delta_direction_layer_stability_layers_above_threshold,level_1_activation_recoverability_pass,level_1_threshold,level_2_text_evidence_category,level_2_text_artifact_status,level_2_activation_beats_text_pass,level_2_text_control_nonblocking,level_2_surface_visible_nonblocking,level_3_directional_consistency_pass,level_3_threshold,level_4_split_generalization_pass,level_4_has_test_marker_or_domain_holdout,level_4_strong_marker_and_domain_holdout,learned_activation_direction_viability_status,early_layer_artifact_risk,null_label_control_pass,possible_overfit_flag,evidence_status,ready_for_learned_activation_direction_viability,mechanistic_claim_allowed,claim_scope,recommended_next_action,viability_mode,representation,layer_idx,alpha,test_pairs_used,median_train_delta_norm,direction_effect_mean,direction_effect_median,direction_effect_positive_rate,reverse_direction_effect_mean,changed_probability_basis_mean,changed_probability_changed_mean,changed_probability_moved_basis_mean,changed_probability_reverse_moved_basis_mean,median_fraction_of_probe_gap_closed,learned_activation_direction_viability_pass,learned_activation_direction_viability_note
11,agreement_indexing_density,0.7536,0.6473240115718418,0.8433344574059735,1.0,0.9999999999999999,1.0,0.7365999999999999,0.63621148989899,0.8283462062709698,word_tfidf,0.017000000000000126,0.1512,0,final_token,False,0.7316,0.6161429924242425,0.8287426948051948,1.0,0.9999999999999999,1.0,0.8766,0.8019821156162185,0.9326334511077159,char_tfidf,-0.14500000000000002,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""adjective_noun_agreement"", ""determiner_noun_gender_agreement"", ""subject_verb_number_agreement""]","[""agreement_shift_without_lexical_change"", ""verb_person_indexing""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,3,layer_3,final_token,1.0,0.8103999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,23,layer_23,final_token,1.0,0.854,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,passed,False,True,False,levels1_3_4_5_passed_direction_viability_candidate,True,True,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.,learned_activation_direction_probe_check,final_token,0.0,1.0,50.0,12.96221923828125,0.7945953607559204,0.9887974262237549,1.0,-0.20416252315044403,0.204166978597641,0.5977248549461365,0.9987621903419495,4.469202849577414e-06,1.0000206232070923,True,Adding the learned basis-to-changed direction to held-out basis activations moved them toward the changed class under the selected probe.
12,optionality_vs_obligatoriness_of_marking,0.6275999999999999,0.515224358974359,0.7396022041062803,0.9868000000000001,0.9664626941685766,1.0,0.49939999999999996,0.3900041596542227,0.6224775296592066,char_tfidf,0.12819999999999998,0.09119999999999995,12,mean_pooled,False,0.6644000000000001,0.5531230757389164,0.7687515885108468,1.0,0.9999999999999999,1.0,0.5,0.40395902360944386,0.5930109343737494,word_tfidf,0.1644000000000001,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""aspect_marker_optional"", ""bare_nominal_context"", ""temporal_adverb_optional""]","[""context_only_temporal_inference"", ""marker_absence_with_context""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,12,layer_12,mean_pooled,0.9868000000000001,0.6275999999999999,1,1,True,[19],0.7,1,layer_1,final_token,1.0,0.8116,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,not_run,False,False,False,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
13,redundancy_cumulative_exponence,0.6208,0.4993282747615571,0.7320073229291716,0.994,0.9811658775252525,1.0,0.5396,0.41327193055924955,0.6649635529887631,char_tfidf,0.08120000000000005,0.10040000000000004,23,mean_pooled,False,0.878,0.8104497313031797,0.9363487835166979,1.0,0.9999999999999999,1.0,0.5,0.5,0.5,word_tfidf,0.378,3,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""multi_site_agreement"", ""noun_adjective_case_agreement"", ""subject_verb_agreement""]","[""agreement_bundle_shift"", ""redundant_stack_reduction""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,23,layer_23,mean_pooled,0.994,0.6208,0,0,False,[],0.7,9,layer_9,final_token,1.0,0.9688,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,not_run,False,True,False,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
14,definiteness_and_specificity,0.8204,0.7286368599033817,0.8956089595838336,0.8956,0.8219245104705872,0.9546055139755603,0.7892,0.6859898718594372,0.8679484993997599,word_tfidf,0.031200000000000006,0.24919999999999998,13,mean_pooled,False,0.986,0.9631291399036532,1.0,1.0,0.9999999999999999,1.0,0.6386000000000001,0.5288689281413087,0.7447250879655772,char_tfidf,0.34739999999999993,18,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""bare_plural_generic"", ""definite_article"", ""indefinite_article""]","[""specificity_context_marker"", ""unique_reference_description""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,13,layer_13,mean_pooled,0.8956,0.8204,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,19,layer_19,final_token,1.0,0.9904,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,passed,False,True,False,levels1_3_4_5_passed_direction_viability_candidate,True,True,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.,learned_activation_direction_probe_check,mean_pooled,13.0,1.0,50.0,62.72264862060547,0.773210346698761,0.9986811876296997,0.98,-0.2250804454088211,0.22508062422275543,0.6712880730628967,0.998291015625,1.792262054323146e-07,1.2012466192245483,True,Adding the learned basis-to-changed direction to held-out basis activations moved them toward the changed class under the selected probe.
15,number_marking,0.4376,0.3293066374276984,0.5478291316526611,0.6096,0.49305741645649437,0.7174468109231694,0.5392,0.42680500123183057,0.6521821678446491,word_tfidf,-0.10160000000000002,-0.022399999999999975,23,final_token,True,0.4376,0.3243614954541477,0.5596084644522145,0.7864,0.6884030702902516,0.8715267896354852,0.5,0.5,0.5,word_tfidf,-0.06240000000000001,19,final_token,True,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""arabic_plural_agreement"", ""arabic_singular_dual"", ""english_singular_plural""]","[""collective_singulative_control"", ""dual_modifier_agreement""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,23,layer_23,final_token,0.6096,0.4376,0,0,False,[],0.7,19,layer_19,final_token,0.7864,0.4376,0,0,False,[],False,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,False,0.65,False,True,True,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue; surface-visible text cue also present,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
16,gender_noun_class,0.8667999999999999,0.7834997744447096,0.9383094919083649,1.0,0.9999999999999999,1.0,0.9007999999999999,0.8359589654043436,0.9527315546772067,word_tfidf,-0.03400000000000003,0.2751999999999999,0,final_token,False,0.9884000000000001,0.9718482252141983,0.9991883116883117,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,word_tfidf,-0.011599999999999944,0,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""determiner_gender"", ""feminine_agreement"", ""masculine_agreement""]","[""gender_number_interaction"", ""inanimate_gender_agreement""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,0,layer_0,final_token,1.0,0.8667999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,9,layer_9,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,passed,False,True,False,levels1_3_4_5_passed_direction_viability_candidate,True,True,activation-recoverable structural cue; surface-visible text cue also present,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.,learned_activation_direction_probe_check,final_token,0.0,1.0,50.0,11.609346389770508,0.682894766330719,0.9943824410438538,1.0,-0.2980053424835205,0.2980053424835205,0.956622838973999,0.9809000492095947,2.442894775356308e-09,1.0087864398956299,True,Adding the learned basis-to-changed direction to held-out basis activations moved them toward the changed class under the selected probe.
17,animacy_and_humanness,0.7931999999999999,0.7018149978041283,0.8711840140535794,0.7328,0.6383812494519399,0.8241296600877193,0.5434000000000001,0.42668229166666666,0.6532736097249017,length_punct,0.2497999999999998,0.2527999999999998,12,final_token,True,0.9248,0.8696508196721311,0.965206892814131,1.0,0.9999999999999999,1.0,0.5,0.5,0.5,word_tfidf,0.42479999999999996,20,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""animal_patient_lexical_set"", ""human_agent_lexical_set"", ""inanimate_object_lexical_set""]","[""artifact_agent_control"", ""living_nonliving_boundary""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,12,layer_12,final_token,0.7328,0.7931999999999999,22,22,True,"[2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,12,layer_12,mean_pooled,1.0,0.9948,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue with activation stronger than text baseline,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.,,,,,,,,,,,,,,,,,
18,person_marking_and_person_hierarchy,0.6776,0.5702249142081075,0.7842131417941298,0.7312000000000001,0.6306422569027611,0.8263977049180329,0.7642,0.6688704278359093,0.8577480992396959,word_tfidf,-0.08660000000000001,0.13959999999999995,9,final_token,True,0.8208,0.734763592937175,0.8948972094715629,0.8996,0.8218155958624709,0.9612156346069389,0.8055999999999999,0.7107432303585051,0.8795839342948718,word_tfidf,0.015200000000000102,11,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_person_pronoun"", ""singular_person_marking"", ""spanish_verb_person_indexing""]","[""addressee_reference_shift"", ""pronounless_verb_indexing""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,9,layer_9,final_token,0.7312000000000001,0.6776,1,1,True,[7],0.7,11,layer_11,mean_pooled,0.8996,0.8208,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,True,True,True,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.,,,,,,,,,,,,,,,,,
19,inclusive_exclusive_distinction,0.7435999999999998,0.6335106363922962,0.8358189482135688,0.8776,0.8031929166666667,0.9337930194805195,0.6312,0.5135860167930809,0.742855014733166,char_tfidf,0.11239999999999983,0.10679999999999978,11,mean_pooled,False,0.9096000000000001,0.855068245684464,0.9536171428571428,0.9908,0.9771586174242425,0.9991919923876446,0.5,0.3854641675510783,0.6176266988695537,word_tfidf,0.4096000000000001,9,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""exclusive_lexical_phrase"", ""inclusive_lexical_phrase"", ""zanmen_women_contrast""]","[""explicit_addressee_exclusion"", ""group_membership_contextual_we""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,11,layer_11,mean_pooled,0.8776,0.7435999999999998,16,9,True,"[6, 7, 8, 9, 10, 11, 12, 13, 14, 17, 18, 19, 20, 21, 22, 23]",0.7,9,layer_9,mean_pooled,0.9908,0.9096000000000001,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,passed,False,True,False,levels1_3_4_5_passed_direction_viability_candidate,True,True,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.,learned_activation_direction_probe_check,mean_pooled,11.0,1.0,50.0,47.36341094970703,0.7820461392402649,0.967619776725769,1.0,-0.21795107424259186,0.21795107424259186,0.6066862344741821,0.9999971985816956,8.317750044284367e-09,1.1923110485076904,True,Adding the learned basis-to-changed direction to held-out basis activations moved them toward the changed class under the selected probe.
20,pronoun_richness_and_reduction,0.922,0.8618952790044159,0.9716935422817776,0.992,0.9771908763505402,1.0,0.8316000000000001,0.7366874164438503,0.9131702681072429,char_tfidf,0.09039999999999992,0.3303999999999999,12,mean_pooled,False,1.0,0.9999999999999999,1.0,1.0,0.9999999999999999,1.0,0.5,0.41456299307162486,0.590506046037296,word_tfidf,0.5,1,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_overt_pronoun"", ""japanese_zero_subject"", ""repeated_pronoun_reduction""]","[""cross_sentence_pronoun_omission"", ""zero_object_reference""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,12,layer_12,mean_pooled,0.992,0.922,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,1,layer_1,final_token,1.0,1.0,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,passed,False,True,False,levels1_3_4_5_passed_direction_viability_candidate,True,True,activation-recoverable structural cue with activation stronger than text baseline,Run the learned activation direction viability check before treating the direction as stable enough for deeper interpretation.,learned_activation_direction_probe_check,mean_pooled,12.0,1.0,50.0,48.6035270690918,0.5689998865127563,0.715560793876648,1.0,-0.18409594893455505,0.18933147192001343,0.9707881808280945,0.758331298828125,0.0052355024963617325,0.9317734241485596,True,Adding the learned basis-to-changed direction to held-out basis activations moved them toward the changed class under the selected probe.
21,possession_and_alienability,0.7276,0.6271763629064633,0.8217300982893158,0.8356,0.7494789050428743,0.9028568654715823,0.8464,0.7651988639100762,0.9152678343320327,word_tfidf,-0.11880000000000002,0.18400000000000005,15,mean_pooled,True,0.8735999999999999,0.8003185984252386,0.9350703570534586,0.9604,0.9259681637077908,0.9878271260744086,0.5,0.5,0.5,word_tfidf,0.37359999999999993,5,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""body_part_possession"", ""kinship_possession"", ""ownership_possession""]","[""associated_relation_low_control"", ""legal_ownership_relation""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,15,layer_15,mean_pooled,0.8356,0.7276,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,5,layer_5,final_token,0.9604,0.8735999999999999,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,C_text_stronger_than_activation,C_text_stronger_than_activation,False,True,True,True,0.65,True,True,True,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.,,,,,,,,,,,,,,,,,
22,tense_prominence,0.6624000000000001,0.5510044322827485,0.7662901785714286,0.7076,0.6052255878739219,0.7996653796653796,0.6684,0.564393672187825,0.7634615384615384,char_tfidf,-0.005999999999999894,0.19960000000000006,5,final_token,True,0.9252,0.8687497462753218,0.9721069343800322,0.8248,0.741866038961039,0.898042954636692,0.7458,0.6487268518518519,0.8283170162416086,char_tfidf,0.1794,1,final_token,True,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_morphological_tense"", ""explicit_time_anchor"", ""mandarin_temporal_adverb""]","[""discourse_time_inference"", ""unmarked_event_time_reference""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,5,layer_5,final_token,0.7076,0.6624000000000001,13,6,True,"[0, 1, 2, 7, 11, 13, 14, 15, 16, 17, 18, 22, 23]",0.7,1,layer_1,final_token,0.8248,0.9252,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,B_activation_comparable_to_text,B_activation_comparable_to_text,False,True,True,True,0.65,True,True,True,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue; surface-visible text cue also present,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.,,,,,,,,,,,,,,,,,
23,aspect_and_event_structure,0.4696,0.3587922641509434,0.5944586501489807,0.7084,0.5965076800520335,0.8061317095711228,0.33920000000000006,0.2342923325083236,0.44657863145258103,char_tfidf,0.13039999999999996,-0.08719999999999994,14,mean_pooled,True,0.38359999999999994,0.2801779891304348,0.4951696627647714,0.9616,0.9266772411616161,0.985945429181109,0.5,0.5,0.5,word_tfidf,-0.11640000000000006,18,final_token,False,3,2,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_progressive"", ""russian_imperfective"", ""russian_perfective""]","[""completive_ongoing_contrast"", ""punctual_event_structure""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,14,layer_14,mean_pooled,0.7084,0.4696,0,0,False,[],0.7,18,layer_18,final_token,0.9616,0.38359999999999994,0,0,False,[],False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,False,0.65,False,True,True,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
24,modality_and_mood,0.6376000000000001,0.5253292224080268,0.7418932629870129,0.7656000000000001,0.6682406724231242,0.8583333333333333,0.535,0.4209768028846154,0.6461426847290641,length_punct,0.10260000000000002,0.024800000000000044,21,final_token,True,0.7444,0.6329106909875553,0.8355549492524282,0.9683999999999999,0.9371748699479792,0.9911690004014452,0.5,0.39351768283799543,0.6072750030244656,word_tfidf,0.24439999999999995,21,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""imperative_mood"", ""modal_auxiliary"", ""modal_periphrastic""]","[""impersonal_modality"", ""nominalized_modality""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,21,layer_21,final_token,0.7656000000000001,0.6376000000000001,2,1,True,"[12, 17]",0.7,21,layer_21,final_token,0.9683999999999999,0.7444,24,24,True,"[0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
25,epistemic_modality,0.7236,0.6199653149615668,0.8214687293580736,0.8031999999999999,0.7099952421309307,0.8951596816968459,0.6599999999999999,0.5521306818181818,0.7726484160518756,length_punct,0.0636000000000001,0.14680000000000004,10,mean_pooled,True,0.7515999999999999,0.6448452976168754,0.84542077020202,1.0,0.9999999999999999,1.0,0.6472,0.5341161253429011,0.7510116185897435,word_tfidf,0.10439999999999994,0,mean_pooled,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""certainty_adverb"", ""possibility_adverb"", ""probability_adverb""]","[""evidential_like_apparent_marker"", ""low_confidence_periphrasis""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,10,layer_10,mean_pooled,0.8031999999999999,0.7236,22,16,True,"[0, 1, 2, 3, 4, 5, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",0.7,0,layer_0,mean_pooled,1.0,0.7515999999999999,21,16,True,"[0, 1, 2, 3, 4, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23]",True,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,True,True,True,not_run,False,True,True,overfit_risk_needs_rerun_or_more_data,False,False,activation-recoverable structural cue with activation stronger than text baseline,Rerun with stronger regularization or more examples; do not interpret before overfit risk is resolved.,,,,,,,,,,,,,,,,,
26,evidentiality,0.48279999999999995,0.36663491491712746,0.6081231789044289,0.772,0.6735898653610771,0.8683678221288514,0.10560000000000001,0.05201235542293842,0.17055644496873013,char_tfidf,0.3771999999999999,-0.31680000000000014,6,final_token,True,0.7020000000000001,0.5874076354679802,0.796685275974026,0.8855999999999999,0.8210024350649351,0.9404335693885878,0.4866,0.3747379797824303,0.5949786098563271,char_tfidf,0.2154000000000001,6,final_token,False,3,1,2,6,2,3,True,True,True,True,0,0,0,0,strong_test_marker_and_domain_holdout,"[""english_reported_source_phrase"", ""turkish_direct_past"", ""turkish_reported_evidential""]","[""hearsay_source_construction"", ""inference_source_construction""]","[""community_services"", ""education"", ""engineering"", ""healthcare"", ""logistics"", ""workplace_operations""]","[""legal"", ""public_administration"", ""scientific_research""]",0.7,6,layer_6,final_token,0.772,0.48279999999999995,0,0,False,[],0.7,6,layer_6,final_token,0.8855999999999999,0.7020000000000001,1,1,True,[6],False,0.65,A_activation_stronger_than_text,A_activation_stronger_than_text,True,True,False,True,0.65,False,True,True,not_run,False,False,True,level1_failed_low_activation_recoverability,False,False,activation-recoverable structural cue with activation stronger than text baseline,Do not pursue this variable under the current model/dataset until activation recoverability improves.,,,,,,,,,,,,,,,,,
